"","uid","title","synopsis","genre","aired","episodes","members","popularity","ranked","score","img_url","link","cluster"
"919",5667,"To LOVE-Ru OVA","Episode 01: Rito becomes a Woman 
Lala invents a gizmo to make her bust bigger. However, this invention of hers accidentally turns Rito into a woman. 
 
Episode 02: Rito and Mikan 
Feeling lonely because Rito is always spending time with Lala, Mikan storms out of the house. While Rito and Lala are out looking for her a few flashbacks from the past, showing Rito and Mikan as kids, are shown. 
 
Episode 03: Welcome to the Southern Resort!! 
Haruna wins an island resort trip for ten females. Rito gets turned into a dog by one of Lala's inventions and somehow ends up on the island as well. 
 
Episode 04: Trouble Quest 
Rito and the girls become trapped inside an RPG game where the objective is to save Lala and defeat the evil witch Kyouko. 
 
Episode 05: Nana and Momo 
Lala's sisters cause mischief for Rito and his harem at a cherry blossom viewing. 
 
Episode 06: Draft, Metamorphose, Hand & Tail 
Yami and Yui confront with a senior, causing Yui to lose her panties. 
 
Mikan finds Peke taking snapshots of new clothing while shopping. Suddenly, a stranger steals her bag. 
 
As Rito tries to explore Lala's cleaned-up bedroom, he accidentally activates one of Lala's invention, fusing his hand to Lala's tail. ","'Comedy', 'Ecchi', 'Harem', 'School', 'Sci-Fi', 'Shounen'","Apr 3, 2009 to Apr 2, 2010",6,120990,932,2131,7.4,"https://cdn.myanimelist.net/images/anime/2/17923.jpg","https://myanimelist.net/anime/5667/To_LOVE-Ru_OVA",1
"920",11701,"Another: The Other - Inga","Shortly before the start of a new semester, Misaki Fujioka visits her twin sister Mei Misaki in Yomiyama City. The girls make full use of the last days of summer, roaming around a heat-weary town and visiting various places including a shopping center and shooting stall. When they prowl around her basement, Mei expresses uneasiness about her new class, which is said to be cursed. 
 
Craving more entertainment, the twins decide to pay a visit to the local amusement park. But the leisure of a sleepy summer day could soon turn woeful as Mei sees the color of death on her sister—an unmistakable omen that a tragedy is bound to strike. 
 
[Written by MAL Rewrite]","'Horror', 'Mystery', 'Thriller'","May 26, 2012",1,130473,864,2136,7.39,"https://cdn.myanimelist.net/images/anime/9/42051.jpg","https://myanimelist.net/anime/11701/Another__The_Other_-_Inga",2
"921",1589,"Bartender","Hidden in the backstreets of the Ginza district is Eden Hall, a lone bar operated by Ryuu Sasakura, the prodigy bartender who is said to mix the most incredible cocktails anyone has ever tasted. However, not just anyone can find Eden Hall; rather, it is Eden Hall that must find you. Customers of varying backgrounds, each plagued with their own troubles, wander into this bar. Nevertheless, Ryuu always knows the ideal cocktail to console and guide each distraught soul. 
 
[Written by MAL Rewrite]","'Drama', 'Seinen', 'Slice of Life'","Oct 15, 2006 to Dec 31, 2006",11,62687,1614,2005,7.42,"https://cdn.myanimelist.net/images/anime/13/67397.jpg","https://myanimelist.net/anime/1589/Bartender",2
"922",19163,"Date A Live II","Spirits are otherworldly entities with immense power, capable of creating spatial quakes whenever they appear. One way of dealing with them is through brute force and killing them... or making them fall in love and sealing their powers.  
 
Having sealed three Spirits, Shidou Itsuka continues his mission with Ratatoskr in locating more spirits and dating them, to ensure the world's safety from further destruction. However, this time around, their problems will not be limited to Spirits as a more imposing threat seems to have noticed their activities. 
 
[Written by MAL Rewrite] 
","'Comedy', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi'","Apr 12, 2014 to Jun 14, 2014",10,349133,269,2237,7.37,"https://cdn.myanimelist.net/images/anime/5/76003.jpg","https://myanimelist.net/anime/19163/Date_A_Live_II",1
"923",9135,"Fullmetal Alchemist: The Sacred Star of Milos","Chasing a runaway alchemist with strange powers, brothers Edward and Alphonse Elric stumble into the squalid valley of the Milos. The Milosians are an oppressed group that seek to reclaim their holy land from Creta: a militaristic country that forcefully annexed their nation. In the eye of the political storm is a girl named Julia Crichton, who emphatically wishes for the Milos to regain their strength and return to being a nation of peace. 
 
Befriending the girl, Edward and Alphonse find themselves in the midst of a rising resistance that involves the use of the very object they have been seeking all along—the Philosopher's Stone. However, their past experiences with the stone cause them reservation, and the brothers are unwilling to help. 
 
But as they discover the secrets behind Creta's intentions and questionable history, the brothers are drawn into the battle between the rebellious Milos, who desire their liberty, and the Cretan military, who seek absolute power. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen'","Jul 2, 2011",1,129907,871,2140,7.39,"https://cdn.myanimelist.net/images/anime/2/29550.jpg","https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos",3
"924",25183,"Gangsta.","Nicholas Brown and Worick Arcangelo, known in the city of Ergastalum as the ""Handymen,"" are mercenaries for hire who take on jobs no one else can handle. Contracted by powerful mob syndicates and police alike, the Handymen have to be ready and willing for anything. After completing the order of killing a local pimp, the Handymen add Alex Benedetto—a prostitute also designated for elimination—to their ranks to protect her from forces that want her gone from the decrepit hellhole of a city she has come to call home. However, this criminal’s paradise is undergoing a profound period of change that threatens to corrode the delicate balance of power. 
 
Ergastalum was once a safe haven for ""Twilights,"" super-human beings born as the result of a special drug but are now being hunted down by a fierce underground organization. This new threat is rising up to challenge everything the city stands for, and the Handymen will not be able to avoid this coming war. 
 
[Written by MAL Rewrite]","'Action', 'Drama', 'Seinen'","Jul 2, 2015 to Sep 24, 2015",12,348215,271,1938,7.44,"https://cdn.myanimelist.net/images/anime/8/74415.jpg","https://myanimelist.net/anime/25183/Gangsta",2
"925",1691,"Kaze no Stigma","Kazuma Yagami is a user of ""Fuujutsu,"" the ability to control the wind. He returns to his old home, the noble Kannagi household, after being banished four years ago for his inability to control fire and his subsequent defeat in a duel at the hands of his younger cousin, Ayano Kannagi. 
 
Returning after such a brutal exile already gives rise to many conflicts, but to make matters worse, several Kannagi family members have recently been murdered with Fuujutsu. This leads the Kannagi family, including the hot-headed Ayano, to suspect Kazuma as the culprit. Now, Kazuma must not only clear his name, but also aid the family he shares a mutual hatred with, in order to discover the true identity of the killer. 
 
[Written by MAL Rewrite]","'Action', 'Magic', 'Romance', 'Fantasy', 'Shounen'","Apr 13, 2007 to Sep 21, 2007",24,320154,302,2247,7.37,"https://cdn.myanimelist.net/images/anime/12/23136.jpg","https://myanimelist.net/anime/1691/Kaze_no_Stigma",3
"926",31952,"Kono Bijutsubu ni wa Mondai ga Aru!","Mizuki Usami is a passionate member of her school's art club, but the club has a problem—Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activities and Collette hasn't regularly attended club activities in quite some time. Uchimaki Subaru, despite being an exceptional artist who could win an award if he tried, is obsessed with drawing the perfect 2D wife. 
 
Light-hearted and comedic in tone,  Kono Bijutsubu ni wa Mondai ga Aru!  follows Usami as she struggles to do art club-like activities, often obstructed by her motley crew of good-for-nothings and her distracting crush on Subaru. 
 
[Written by MAL Rewrite]","'Comedy', 'Romance', 'School', 'Seinen'","Jul 8, 2016 to Sep 23, 2016",12,161958,688,2330,7.35,"https://cdn.myanimelist.net/images/anime/3/80688.jpg","https://myanimelist.net/anime/31952/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru",1
"927",10624,"Mardock Scramble: The Second Combustion","Rune Balot is weeping and trying to save both herself and a severely injured Oeufcoque from Shell's assassin Boiled. Luckily for her, Doctor Easter finally shows up in the Humpty Dumpty – a special militarized vehicle made for protecting those in Welfare cases if their lives are threatened. From there they go to Paradise, where the Scramble 09 technology (and Boiled's rebirth) was developed. All of the secrets of the past of Mardock City (and possibly its future) are revealed in this riveting second part of the Mardock Scramble series, upping the stakes and making Balot choose between justice for herself or peace within Paradise instead. 
 
(Source: the witch of theatregoing)","'Action', 'Psychological', 'Sci-Fi'","Sep 3, 2011",1,33152,2423,2024,7.42,"https://cdn.myanimelist.net/images/anime/11/29197.jpg","https://myanimelist.net/anime/10624/Mardock_Scramble__The_Second_Combustion",2
"928",3342,"Mnemosyne: Mnemosyne no Musume-tachi","For normal people, getting stabbed to death would constitute the end of the road. For Rin Asogi, it's a mere inconvenience. Rin is immortal, a nice perk to have when you're a private detective constantly finding yourself in dangerous situations. 
 
Rin has eaten a ""time fruit"": a fruit from the guardian tree Yggdrasil, which, when consumed by a woman, makes her unable to die. Rin's immortality doesn't stop others from trying to kill her, of course; over her long lifetime she has been shot at, cut up, maimed, tortured, and suffered countless other violent deaths. 
 
This time, it's different. The year 1990 sparks the beginning of a series of events in Rin's life that sends her spiraling toward her fate. Someone is hunting down immortal women like Rin, and Rin's life may be in actual danger. 
 
 Mnemosyne no Musume-tachi  spans 65 years in Rin's life, during which she watches those around her get old while she herself remains unchanged. Higher forces are after her, and Rin must use every means at her disposal—or her next death may just be her last. 
 
And it all begins when she goes searching for a lost cat, but finds the amnesiac Koki Maeno instead...","'Action', 'Sci-Fi', 'Horror', 'Supernatural', 'Shoujo Ai'","Feb 4, 2008 to Jul 7, 2008",6,137891,805,2157,7.39,"https://cdn.myanimelist.net/images/anime/10/10918.jpg","https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi",2
"929",6325,"Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono","Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire. 
 
(Source: ANN)","'Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power'","Aug 1, 2009",1,123614,908,1946,7.44,"https://cdn.myanimelist.net/images/anime/7/14686.jpg","https://myanimelist.net/anime/6325/Naruto__Shippuuden_Movie_3_-_Hi_no_Ishi_wo_Tsugu_Mono",3
"930",27787,"Nisekoi:","Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming.  
 
Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in  Nisekoi: , which picks up where the first season left off. 
 
[Written by MAL Rewrite]","'Comedy', 'Harem', 'Romance', 'School', 'Shounen'","Apr 10, 2015 to Jun 26, 2015",12,370474,243,1837,7.47,"https://cdn.myanimelist.net/images/anime/13/72626.jpg","https://myanimelist.net/anime/27787/Nisekoi_",1
"931",3965,"Nodame Cantabile: Nodame to Chiaki no Umi Monogatari","World-class conductor Franz von Stresemann sends his favorite music students Shinichi Chiaki, Megumi ""Nodame"" Noda, Ryuutarou Mine, and Masumi Okuyama to the Nina Lutz Music Festival in Nagano to study under other famous masters. During their car ride, Chiaki is irritated by his friends' antics, but later wakes up from a nap to discover that they took a detour to a beach in Niigata. Mine tans under the bright sun while Nodame and Masumi enjoy a refreshing swim; Chiaki sits inside the beach club, trying his best to hide his fear of the sea. When Nodame suggests renting an inflatable boat to row over to a small island, will Chiaki be able to keep his secret? 
 
[Written by MAL Rewrite] 
","'Comedy', 'Josei', 'Romance', 'Slice of Life'","Feb 16, 2008",1,24053,2913,1980,7.43,"https://cdn.myanimelist.net/images/anime/3/11970.jpg","https://myanimelist.net/anime/3965/Nodame_Cantabile__Nodame_to_Chiaki_no_Umi_Monogatari",1
"932",7870,"Baka to Test to Shoukanjuu Specials","The candid shots of Muttsurini's female and male classmates that fund his surveillance habits.","'Magic', 'Comedy', 'School'","Apr 23, 2010 to Sep 22, 2010",6,39608,2204,2048,7.41,"https://cdn.myanimelist.net/images/anime/8/67315.jpg","https://myanimelist.net/anime/7870/Baka_to_Test_to_Shoukanjuu_Specials",1
"933",10396,"Ben-To","The supermarket is an important building in any city, for they provide a convenient way to purchase a variety of food in a family-friendly, safe environment. However, these stores changes in the blink of an eye once the unsold bento boxes go on their nightly half-off sales! War breaks out and friends become foes as each person fights for honor, pride, and dinner. There are no longer any people in these supermarkets, only Wolves and Dogs⁠—winners and losers. 
 
High schooler You Satou is painfully introduced to these battles after unknowingly stumbling into the war zone, but instead of choosing to avoid these nightly fights, he wants to join in. After seeing Satou's lack of fighting skills, upperclassman and Wolf Sen Yarizui invites him and Hana Oshiroi, a girl who enjoys spectating the brawls, to join her Half-Priced Food Lovers Club to show them the distinction between the Dogs and the Wolves. Together, they learn what it truly means to fight for your food. 
 
[Written by MAL Rewrite]","'Action', 'Comedy', 'Martial Arts'","Oct 9, 2011 to Dec 25, 2011",12,231978,447,2265,7.36,"https://cdn.myanimelist.net/images/anime/12/73984.jpg","https://myanimelist.net/anime/10396/Ben-To",2
"934",16592,"Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","Hope's Peak Academy is an elite high school that accepts only the most talented students. Individuals who successfully enroll receive their own unique titles, suitably reflective of their skills and traits. Of the fifteen candidates admitted to the peculiar school that year, Makoto Naegi is a completely ordinary individual who has been accepted by sheer chance, with the title of ""Super High School-Level Luck."" 
 
Naegi and his fellow classmates are initially ecstatic to be chosen to study at this prestigious institution, but these feelings of happiness are short-lived. They are soon confronted by Monokuma, the principal and resident bear, who traps them inside the school. The pupils' hopes of escape and graduation hinge on one of them successfully murdering one of their peers without being discovered. However, if the killer is caught, he or she will be executed, and the remaining survivors will be left to continue the deathmatch until only a single victor remains. 
 
[Written by MAL Rewrite]","'Mystery', 'Psychological', 'School'","Jul 5, 2013 to Sep 27, 2013",13,525383,121,2052,7.41,"https://cdn.myanimelist.net/images/anime/4/51463.jpg","https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation",2
"935",29067,"Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me","The Tsunashi couple is as lively and offbeat as ever. Hardcore otaku shut-in Hajime and workaholic office lady Kaoru still get themselves into hilarious situations thanks to both their own eccentric natures and the bizarre group of friends surrounding them. 
 
After learning about Kaoru's pregnancy, Hajime works harder than ever to become a good husband and a worthy father. Meanwhile, Kaoru reflects on their relationship and remembers all of the trials and tribulations that brought them closer. The two of them continue to put their best foot forward in their lives and their marriage—all for the sake of long-lasting, selfless love. 
 
[Written by MAL Rewrite] 
","'Comedy', 'Romance', 'Seinen', 'Slice of Life'","Apr 3, 2015 to Jun 26, 2015",13,130631,865,1892,7.45,"https://cdn.myanimelist.net/images/anime/9/73595.jpg","https://myanimelist.net/anime/29067/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken_2_Sure-me",1
"936",17535,"Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa","This special is showing a day of Eclair's life as a prologue to the movie Houou no Miko.","'Fantasy', 'Magic', 'Shounen'","Feb 15, 2013",1,59679,1677,1897,7.45,"https://cdn.myanimelist.net/images/anime/8/50101.jpg","https://myanimelist.net/anime/17535/Fairy_Tail_Movie_1__Houou_no_Miko_-_Hajimari_no_Asa",3
"937",9213,"Kowarekake no Orgel","In 2039, helper androids are widespread as general purpose electronics. 
 
Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an android of an old model in a garbage dump. He takes her home, but after taking her to a repair shop he was told that she couldn't be repaired, so he plans to throw her away. The next day, Keiichiro finds her making breakfast for him. Thus begin the summer days of an android with no memories and a dreamless boy.","'Drama', 'Music', 'Sci-Fi', 'Slice of Life'","Dec 31, 2009",1,30884,2525,2195,7.38,"https://cdn.myanimelist.net/images/anime/2/25552.jpg","https://myanimelist.net/anime/9213/Kowarekake_no_Orgel",2
"938",16353,"Love Lab","At Fujisaki Girls Academy, student council president Natsuo Maki is the epitome of grace and perfection, admired by all the young girls who attend the school. One day, Riko Kurahashi walks into the student council room on an errand, only to discover Natsuo practicing her kissing techniques on a pillow, an act that is neither graceful nor elegant. Riko soon discovers that Natsuo desires more romance in her life, leading her to practice ""romantic situations"" in secret. 
 
Sympathizing with her, Riko agrees to help Natsuo with her love research. Named ""Love Lab,"" the project practices the essentials of love and romance, such as bumping into each other ""accidentally"" and holding hands. Soon, the entire student council joins in on the fun in the Love Lab too! Through their research and real life encounters, what will they learn about romance? 
 
Weaving together funny characters and comedic situations,  Love Lab  builds a story of friendship and romance, while never missing a beat with the laughter. 
 
[Written by MAL Rewrite]","'Comedy', 'Romance', 'School'","Jul 5, 2013 to Sep 27, 2013",13,136161,823,2064,7.41,"https://cdn.myanimelist.net/images/anime/12/50257.jpg","https://myanimelist.net/anime/16353/Love_Lab",1
"939",8769,"Ore no Imouto ga Konnani Kawaii Wake ga Nai","Kirino Kousaka embodies the ideal student with equally entrancing looks. Her grades are near perfect, and to cover her personal expenses, she works as a professional model alongside her best friend Ayase Aragaki, who abhors liars and all things otaku. But what Ayase doesn't know is that Kirino harbors a deep, entrenched secret that will soon be brought to light. 
 
At home one day, Kyousuke, Kirino's perfectly average brother, stumbles upon an erotic game that belongs to none other than his seemingly flawless little sister. With her reputation at stake, Kirino places a gag order on her sibling while simultaneously introducing him to the world of eroge and anime. Through Kirino, Kyousuke encounters the gothic lolita Ruri Gokou and the bespectacled otaku Saori Makishima, thus jump-starting an entirely new lifestyle. But as he becomes more and more involved in his little sister's secret life, it becomes that much harder to keep under wraps.  
 
[Written by MAL Rewrite]","'Slice of Life', 'Comedy'","Oct 3, 2010 to Dec 19, 2010",12,487655,139,2792,7.24,"https://cdn.myanimelist.net/images/anime/8/24875.jpg","https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai",1
"940",6896,"Pandora Hearts Specials","Pandora Hearts DVD shorts.   Episode list","'Comedy'","Jul 24, 2009 to Mar 25, 2010",9,38241,2246,1982,7.43,"https://cdn.myanimelist.net/images/anime/13/21439.jpg","https://myanimelist.net/anime/6896/Pandora_Hearts_Specials",1
"941",30187,"Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru","When Shoutarou Tatewaki first meets Sakurako Kujou, he knows his life will never be the same. Initially believing her to be responsible for a disappearance in the neighborhood, he later learns of her true talent: analyzing bone specimens. Sakurako has quite the collection of reconstructed animal bones, but she wishes she had more of the human variety, much to the chagrin of those around her. 
 
Soon, Shoutarou begins accompanying the eccentric osteologist on the many different unsolved cases she comes across—usually in the form of decomposing bodies. But with so many incidents happening around them, could there be a larger mystery at work in their lives? 
 
 Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru  is a story of two unlikely partners, each showing in their own way that bones can tell how one died, but only people can tell how they lived. 
 
[Written by MAL Rewrite]","'Mystery'","Oct 8, 2015 to Dec 24, 2015",12,150715,737,1876,7.46,"https://cdn.myanimelist.net/images/anime/7/76116.jpg","https://myanimelist.net/anime/30187/Sakurako-san_no_Ashimoto_ni_wa_Shitai_ga_Umatteiru",2
"942",15751,"Senyuu.","Once upon a time, the demon lord Rchimedes spread terror throughout the world, until he was eventually sealed away by the legendary hero Creasion. Since then, a thousand years have passed peacefully. However, a mysterious hole has opened up between the demon and human spheres, and countless demons have surged into the human realm once more. Coming to the conclusion that Rchimedes would soon return to wreak havoc, a human king summons the possible descendants of the legendary hero—all 75 of them. Unfortunately, after so long, it was too difficult to pinpoint his true descendants.  
 
Among the lionhearted prospects is the amateur adventurer Alba Frühling. His skills may not be top-notch, but he is accompanied by the talented soldier Ross, who helps the young hero whenever he is in a pinch...or at least, he is supposed to. Though undoubtedly a skilled warrior, Ross is actually both sarcastic and sadistic, and hence revels in Alba's suffering.  
 
 Senyuu.  is a comedic adventure following the unlikely duo as they struggle in their endeavor to defeat the demon lord, meeting various eccentrics along the way. 
 
[Written by MAL Rewrite]","'Action', 'Comedy', 'Parody', 'Fantasy', 'Shounen'","Jan 9, 2013 to Apr 3, 2013",13,91276,1188,2078,7.41,"https://cdn.myanimelist.net/images/anime/6/44858.jpg","https://myanimelist.net/anime/15751/Senyuu",3
"943",6572,"Shakugan no Shana S","Find out what happens when Yuji accidentally triggers a found Treasure Tool while it's pointed at Shana! Then, Yuji teams up with Wilhelmina to stalk their fiery friend—whose secrecy has become unsettling. Finally, in a two-part special, Shana tracks a Denizen's trail by sorting through a Torch's memories for clues. Her sleuth skills reveal a teenage girl's heartwarming last days and a predator with a serious identity crisis! 
 
(Source: FUNimation)","'Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural'","Oct 23, 2009 to Sep 29, 2010",4,69332,1513,2034,7.42,"https://cdn.myanimelist.net/images/anime/10/17680.jpg","https://myanimelist.net/anime/6572/Shakugan_no_Shana_S",2
"944",101,"Air","Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her. 
 
By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought? 
 
[Written by MAL Rewrite]","'Slice of Life', 'Supernatural', 'Drama', 'Romance'","Jan 7, 2005 to Mar 25, 2005",12,236436,429,2175,7.38,"https://cdn.myanimelist.net/images/anime/8/22059.jpg","https://myanimelist.net/anime/101/Air",1
"945",6880,"Deadman Wonderland","It looked like it would be a normal day for Ganta Igarashi and his classmates—they were preparing to go on a class field trip to a certain prison amusement park called Deadman Wonderland, where the convicts perform dangerous acts for the onlookers' amusement. However, Ganta's life is quickly turned upside down when his whole class gets massacred by a mysterious man in red. Framed for the incident and sentenced to death, Ganta is sent to the very jail he was supposed to visit.  
 
But Ganta's nightmare is only just beginning.  
 
The young protagonist is thrown into a world of sadistic inmates and enigmatic powers, to live in constant fear of the lethal collar placed around his neck that is slowed only by winning in the prison's deathly games. Ganta must bet his life to survive in a ruthless place where it isn't always easy to tell friend from foe, all while trying to find the mysterious ""Red Man"" and clear his name, in  Deadman Wonderland . 
 
[Written by MAL Rewrite]","'Action', 'Sci-Fi', 'Horror', 'Shounen'","Apr 17, 2011 to Jul 3, 2011",12,766875,61,2359,7.34,"https://cdn.myanimelist.net/images/anime/9/75299.jpg","https://myanimelist.net/anime/6880/Deadman_Wonderland",2
"946",476,"Ginban Kaleidoscope","Figure skater Tazusa Sakurano is on the fast track to the Olympics. As a top contender, her chances rest on a single competition in Canada. However, during her program, she falls and hits her head on the ice, knocking her unconscious. At the same time, Canadian stunt pilot Pete Pumps goes down in a fiery blaze. 
 
After her devastating failure, Tazusa returns home to Japan, but she starts hearing a voice in her head. In reality, when Pete had arrived at the gates of heaven, he was denied access for his sins. Instead, he was told to wait 100 days and is now trapped in Tazusa's body! Unwilling to let this interrupt her life—even if her body is a bit crowded—Tazusa moves forward with skating, all while a pesky voice may just be able to help her achieve her dream. 
 
[Written by MAL Rewrite]","'Sports', 'Supernatural', 'Drama', 'Romance'","Oct 9, 2005 to Dec 25, 2005",12,39073,2224,2098,7.4,"https://cdn.myanimelist.net/images/anime/8/19926.jpg","https://myanimelist.net/anime/476/Ginban_Kaleidoscope",2
"947",14811,"GJ-bu","School clubs usually advertise their activities, but the goings-on of the GJ Club are a mystery. Kyouya ""Kyoro"" Shinomiya recently joined and became the sole male member of the five-person club. 
 
Besides Kyoro, there is Mao Amatsuka, the club president who has a tendency to bite Kyoro when she gets mad or bashful; Megumi Amatsuka, Mao's composed younger sister who always makes tea and desserts for the club's members; Shion Sumeragi, a demure chess prodigy; and Kirara Bernstein, a meat lover with a strong feline personality. All four girls have some form of interest in Kyoro. 
 
With the girls' idiosyncratic and cute personalities, Kyoro's time in  GJ-bu  will never be a dull one, for better or for worse. 
 
[Written by MAL Rewrite] 
","'Comedy', 'School', 'Slice of Life'","Jan 10, 2013 to Mar 28, 2013",12,130627,863,2099,7.4,"https://cdn.myanimelist.net/images/anime/10/45995.jpg","https://myanimelist.net/anime/14811/GJ-bu",1
"948",242,"Gokusen","Kumiko Yamaguchi is smart, enthusiastic, and ready to start her dream job as a math teacher at Shirokin Academy. But as her first day opens on atrocious students and cowering teachers, Kumiko realizes that the all-boys high school is a cesspool of delinquents with no intention of improving themselves. 
 
However, what her rowdy students don't know is that behind her dorky facade, Kumiko is the acting head of a powerful yakuza clan, and she has the skills to prove it! Capable of overpowering even the strongest of gangsters in seconds, Kumiko must keep her incredible strength and criminal influence a secret in order to keep her job. Unfortunately, with the vice principal constantly trying to get her fired and Shin Sawada, the leader of her class of delinquents, suspecting she's stronger than she lets on, Kumiko has a difficult teaching career ahead of her. 
 
[Written by MAL Rewrite]","'Slice of Life', 'Comedy', 'Drama', 'School', 'Josei'","Jan 6, 2004 to Mar 30, 2004",13,30403,2544,1864,7.46,"https://cdn.myanimelist.net/images/anime/6/25273.jpg","https://myanimelist.net/anime/242/Gokusen",1
"949",9938,"Ikoku Meiro no Croisée The Animation","The story takes place in the second half of the 19th century, as Japanese culture gains popularity in the West. A young Japanese girl, Yune, accompanies a French traveler, Oscar, on his journey back to France, and offers to help at the family's ironwork shop in Paris. Oscar's nephew and shop-owner Claude reluctantly accepts to take care of Yune, and we learn how those two, who have so little in common, get to understand each other and live together in the Paris of the 1800s.","'Slice of Life', 'Historical', 'Seinen'","Jul 4, 2011 to Sep 19, 2011",12,48455,1940,1869,7.46,"https://cdn.myanimelist.net/images/anime/6/74051.jpg","https://myanimelist.net/anime/9938/Ikoku_Meiro_no_Crois%C3%A9e_The_Animation",2
"950",2927,"KimiKiss Pure Rouge","Kouichi Sanada and Kazuki Aihara's childhood friend Mao Mizusawa has returned after living in France for a couple of years. Kouichi is surprised to learn that, since her parents are remaining overseas for the time being, his mother has agreed to let Mao stay with them. The three friends help each other deal with the ups and downs of high school romance. 
  
(Source: ANN)","'Drama', 'Romance', 'School'","Oct 7, 2007 to Mar 23, 2008",24,74100,1434,2150,7.39,"https://cdn.myanimelist.net/images/anime/3/19934.jpg","https://myanimelist.net/anime/2927/KimiKiss_Pure_Rouge",1
"951",158,"Maria-sama ga Miteru","When Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other! 
 
The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention! 
 
(Source: RightStuf)","'Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai'","Jan 8, 2004 to Apr 1, 2004",13,47155,1976,2113,7.4,"https://cdn.myanimelist.net/images/anime/7/75207.jpg","https://myanimelist.net/anime/158/Maria-sama_ga_Miteru",1
"952",23421,"Re:␣Hamatora","It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora? 
 
(Source: Crunchyroll)","'Mystery', 'Comedy', 'Super Power', 'Drama'","Jul 8, 2014 to Sep 23, 2014",12,119914,940,1915,7.45,"https://cdn.myanimelist.net/images/anime/3/75641.jpg","https://myanimelist.net/anime/23421/Re_%E2%90%A3Hamatora",1
